target_angle,correct_keys,coherence,target_pos,.thisRepN,.thisTrialN,.thisN,.thisIndex,thisRow.t,notes,RT,Response,Correct,Coherence,TargetAngle,Participant,Unnamed: 16
120,"['q', 'w', 'num_7', '7']",0.05,"(-125.00000000000003, 216.50635094610965)",1,1,19,6,,,2.656987299909815,q,1,0.05,120,lx,
240,"['z', 'num_1', '1']",0.1,"(-125.00000000000003, -216.50635094610965)",1,2,20,13,,,1.069969299947843,z,1,0.1,240,lx,
240,"['z', 'num_1', '1']",0.15,"(-125.00000000000003, -216.50635094610965)",1,3,21,14,,,1.0386526000220329,z,1,0.15,240,lx,
180,"['a', 'num_4', '4']",0.05,"(-250, 0)",1,4,22,9,,,0.8275350001640618,a,1,0.05,180,lx,
0,"['d', 'num_6', '6']",0.05,"(250, 0)",1,5,23,0,,,0.9275081001687796,d,1,0.05,0,lx,
300,"['x', 'c', 'num_3', '3']",0.15,"(125.00000000000003, -216.50635094610965)",1,6,24,17,,,0.924786699935794,c,1,0.15,300,lx,
240,"['z', 'num_1', '1']",0.05,"(-125.00000000000003, -216.50635094610965)",1,7,25,12,,,2.4636713000945747,a,0,0.05,240,lx,
180,"['a', 'num_4', '4']",0.15,"(-250, 0)",1,8,26,11,,,1.4568661998491734,a,1,0.15,180,lx,
60,"['e', 'num_9', '9']",0.05,"(125.00000000000003, 216.50635094610965)",1,9,27,3,,,1.03227229998447,right,0,0.05,60,lx,
60,"['e', 'num_9', '9']",0.1,"(125.00000000000003, 216.50635094610965)",1,10,28,4,,,1.039539200020954,e,1,0.1,60,lx,
120,"['q', 'w', 'num_7', '7']",0.15,"(-125.00000000000003, 216.50635094610965)",1,11,29,8,,,0.9607286998070776,q,1,0.15,120,lx,
60,"['e', 'num_9', '9']",0.15,"(125.00000000000003, 216.50635094610965)",1,12,30,5,,,1.280568600166589,e,1,0.15,60,lx,
300,"['x', 'c', 'num_3', '3']",0.05,"(125.00000000000003, -216.50635094610965)",1,13,31,15,,,1.4023577000480143,c,1,0.05,300,lx,
120,"['q', 'w', 'num_7', '7']",0.1,"(-125.00000000000003, 216.50635094610965)",1,14,32,7,,,1.2077326998114586,q,1,0.1,120,lx,
300,"['x', 'c', 'num_3', '3']",0.1,"(125.00000000000003, -216.50635094610965)",1,15,33,16,,,2.637932299869135,a,0,0.1,300,lx,
0,"['d', 'num_6', '6']",0.1,"(250, 0)",1,16,34,1,,,2.064183600014076,a,0,0.1,0,lx,
180,"['a', 'num_4', '4']",0.1,"(-250, 0)",1,17,35,10,,,2.2083054000977427,q,0,0.1,180,lx,
300,"['x', 'c', 'num_3', '3']",0.15,"(125.00000000000003, -216.50635094610965)",2,0,36,17,,,1.306338099995628,c,1,0.15,300,lx,
0,"['d', 'num_6', '6']",0.15,"(250, 0)",2,1,37,2,,,1.6173934999387711,d,1,0.15,0,lx,
240,"['z', 'num_1', '1']",0.05,"(-125.00000000000003, -216.50635094610965)",2,2,38,12,,,2.662415799917653,c,0,0.05,240,lx,
240,"['z', 'num_1', '1']",0.15,"(-125.00000000000003, -216.50635094610965)",2,3,39,14,,,1.2734165000729265,z,1,0.15,240,lx,
180,"['a', 'num_4', '4']",0.1,"(-250, 0)",2,4,40,10,,,1.7001840001903474,a,1,0.1,180,lx,
60,"['e', 'num_9', '9']",0.05,"(125.00000000000003, 216.50635094610965)",2,5,41,3,,,1.6030300999991596,e,1,0.05,60,lx,
60,"['e', 'num_9', '9']",0.1,"(125.00000000000003, 216.50635094610965)",2,6,42,4,,,2.3117277999408543,e,1,0.1,60,lx,
120,"['q', 'w', 'num_7', '7']",0.05,"(-125.00000000000003, 216.50635094610965)",2,7,43,6,,,1.0509021000470966,q,1,0.05,120,lx,
300,"['x', 'c', 'num_3', '3']",0.1,"(125.00000000000003, -216.50635094610965)",2,8,44,16,,,1.6412645999807864,c,1,0.1,300,lx,
60,"['e', 'num_9', '9']",0.15,"(125.00000000000003, 216.50635094610965)",2,9,45,5,,,1.4270878001116216,e,1,0.15,60,lx,
180,"['a', 'num_4', '4']",0.15,"(-250, 0)",2,10,46,11,,,1.487215799978003,a,1,0.15,180,lx,
240,"['z', 'num_1', '1']",0.1,"(-125.00000000000003, -216.50635094610965)",2,11,47,13,,,1.366750700166449,z,1,0.1,240,lx,
120,"['q', 'w', 'num_7', '7']",0.1,"(-125.00000000000003, 216.50635094610965)",2,12,48,7,,,1.4270618001464754,q,1,0.1,120,lx,
0,"['d', 'num_6', '6']",0.1,"(250, 0)",2,13,49,1,,,1.578608199954033,d,1,0.1,0,lx,
300,"['x', 'c', 'num_3', '3']",0.05,"(125.00000000000003, -216.50635094610965)",2,14,50,15,,,2.6517278000246733,c,1,0.05,300,lx,
0,"['d', 'num_6', '6']",0.05,"(250, 0)",2,15,51,0,,,2.402323599904776,d,1,0.05,0,lx,
180,"['a', 'num_4', '4']",0.05,"(-250, 0)",2,16,52,9,,,1.8816076999064533,a,1,0.05,180,lx,
120,"['q', 'w', 'num_7', '7']",0.15,"(-125.00000000000003, 216.50635094610965)",2,17,53,8,,,1.85128300008364,q,1,0.15,120,lx,
