target_angle,correct_keys,coherence,target_pos,.thisRepN,.thisTrialN,.thisN,.thisIndex,thisRow.t,notes,RT,Response,Correct,Coherence,TargetAngle,Participant,Unnamed: 16
0,"['d', 'num_6', '6']",0.15,"(250, 0)",2,7,43,2,,,1.401482099900022,d,1,0.15,0,lx,
180,"['a', 'num_4', '4']",0.05,"(-250, 0)",2,8,44,9,,,1.5414744999725372,a,1,0.05,180,lx,
180,"['a', 'num_4', '4']",0.1,"(-250, 0)",2,9,45,10,,,3.4572795999702066,e,0,0.1,180,lx,
240,"['z', 'num_1', '1']",0.1,"(-125.00000000000003, -216.50635094610965)",2,10,46,13,,,2.1243580000009388,z,1,0.1,240,lx,
120,"['q', 'w', 'num_7', '7']",0.15,"(-125.00000000000003, 216.50635094610965)",2,11,47,8,,,3.583193399943412,q,1,0.15,120,lx,
60,"['e', 'num_9', '9']",0.05,"(125.00000000000003, 216.50635094610965)",2,12,48,3,,,2.237353099975735,a,0,0.05,60,lx,
0,"['d', 'num_6', '6']",0.1,"(250, 0)",2,13,49,1,,,2.2875178998801857,d,1,0.1,0,lx,
60,"['e', 'num_9', '9']",0.15,"(125.00000000000003, 216.50635094610965)",2,14,50,5,,,1.099780400050804,e,1,0.15,60,lx,
240,"['z', 'num_1', '1']",0.05,"(-125.00000000000003, -216.50635094610965)",2,15,51,12,,,3.4323958999011666,c,0,0.05,240,lx,
0,"['d', 'num_6', '6']",0.05,"(250, 0)",2,16,52,0,,,1.5432971001137048,d,1,0.05,0,lx,
60,"['e', 'num_9', '9']",0.1,"(125.00000000000003, 216.50635094610965)",2,17,53,4,,,3.015265200054273,e,1,0.1,60,lx,
