target_angle,correct_keys,coherence,target_pos,.thisRepN,.thisTrialN,.thisN,.thisIndex,thisRow.t,notes,RT,Response,Correct,Coherence,TargetAngle,Participant,Unnamed: 16
120,"['q', 'w', 'num_7', '7']",0.1,"(-125.00000000000003, 216.50635094610965)",1,11,29,7,,,1.6331267999485135,a,0,0.1,120,sjh,
120,"['q', 'w', 'num_7', '7']",0.15,"(-125.00000000000003, 216.50635094610965)",1,12,30,8,,,1.109088100027293,q,1,0.15,120,sjh,
0,"['d', 'num_6', '6']",0.05,"(250, 0)",1,13,31,0,,,3.3728271999862045,d,1,0.05,0,sjh,
300,"['x', 'c', 'num_3', '3']",0.15,"(125.00000000000003, -216.50635094610965)",1,14,32,17,,,1.4523382999468597,c,1,0.15,300,sjh,
180,"['a', 'num_4', '4']",0.15,"(-250, 0)",1,15,33,11,,,1.0572717001195997,a,1,0.15,180,sjh,
240,"['z', 'num_1', '1']",0.05,"(-125.00000000000003, -216.50635094610965)",1,16,34,12,,,1.2445695998612791,e,0,0.05,240,sjh,
60,"['e', 'num_9', '9']",0.05,"(125.00000000000003, 216.50635094610965)",1,17,35,3,,,1.132788399932906,e,1,0.05,60,sjh,
120,"['q', 'w', 'num_7', '7']",0.05,"(-125.00000000000003, 216.50635094610965)",2,0,36,6,,,4.01980260014534,e,0,0.05,120,sjh,
180,"['a', 'num_4', '4']",0.05,"(-250, 0)",2,1,37,9,,,1.1126059000380335,a,1,0.05,180,sjh,
120,"['q', 'w', 'num_7', '7']",0.1,"(-125.00000000000003, 216.50635094610965)",2,2,38,7,,,1.323849800042808,q,1,0.1,120,sjh,
120,"['q', 'w', 'num_7', '7']",0.15,"(-125.00000000000003, 216.50635094610965)",2,3,39,8,,,1.8577562000136825,q,1,0.15,120,sjh,
180,"['a', 'num_4', '4']",0.15,"(-250, 0)",2,4,40,11,,,0.930190300103277,a,1,0.15,180,sjh,
300,"['x', 'c', 'num_3', '3']",0.05,"(125.00000000000003, -216.50635094610965)",2,5,41,15,,,2.172195400111377,a,0,0.05,300,sjh,
60,"['e', 'num_9', '9']",0.05,"(125.00000000000003, 216.50635094610965)",2,6,42,3,,,1.2447094998788089,e,1,0.05,60,sjh,
300,"['x', 'c', 'num_3', '3']",0.15,"(125.00000000000003, -216.50635094610965)",2,7,43,17,,,1.0086203999817371,c,1,0.15,300,sjh,
0,"['d', 'num_6', '6']",0.1,"(250, 0)",2,8,44,1,,,1.167168299900368,d,1,0.1,0,sjh,
180,"['a', 'num_4', '4']",0.1,"(-250, 0)",2,9,45,10,,,0.997076799860224,a,1,0.1,180,sjh,
240,"['z', 'num_1', '1']",0.1,"(-125.00000000000003, -216.50635094610965)",2,10,46,13,,,1.0882619000039997,d,0,0.1,240,sjh,
240,"['z', 'num_1', '1']",0.15,"(-125.00000000000003, -216.50635094610965)",2,11,47,14,,,0.966638799989596,z,1,0.15,240,sjh,
0,"['d', 'num_6', '6']",0.05,"(250, 0)",2,12,48,0,,,2.2986151999793947,d,1,0.05,0,sjh,
60,"['e', 'num_9', '9']",0.15,"(125.00000000000003, 216.50635094610965)",2,13,49,5,,,1.075329100014642,e,1,0.15,60,sjh,
0,"['d', 'num_6', '6']",0.15,"(250, 0)",2,14,50,2,,,0.8880559999961406,d,1,0.15,0,sjh,
240,"['z', 'num_1', '1']",0.05,"(-125.00000000000003, -216.50635094610965)",2,15,51,12,,,0.7961567000020295,z,1,0.05,240,sjh,
60,"['e', 'num_9', '9']",0.1,"(125.00000000000003, 216.50635094610965)",2,16,52,4,,,0.9230991997756064,e,1,0.1,60,sjh,
300,"['x', 'c', 'num_3', '3']",0.1,"(125.00000000000003, -216.50635094610965)",2,17,53,16,,,1.662559699965641,c,1,0.1,300,sjh,
