target_angle,correct_keys,coherence,target_pos,.thisRepN,.thisTrialN,.thisN,.thisIndex,thisRow.t,notes,RT,Response,Correct,Coherence,TargetAngle,Participant,Unnamed: 16
240,"['z', 'num_1', '1']",0.15,"(-125.00000000000003, -216.50635094610965)",2,3,39,14,,,0.7274929000996053,z,1,0.15,240,sjh,
120,"['q', 'w', 'num_7', '7']",0.15,"(-125.00000000000003, 216.50635094610965)",2,4,40,8,,,0.9602379999123514,q,1,0.15,120,sjh,
180,"['a', 'num_4', '4']",0.05,"(-250, 0)",2,5,41,9,,,0.5691027999855578,a,1,0.05,180,sjh,
60,"['e', 'num_9', '9']",0.1,"(125.00000000000003, 216.50635094610965)",2,6,42,4,,,0.821191499941051,e,1,0.1,60,sjh,
240,"['z', 'num_1', '1']",0.05,"(-125.00000000000003, -216.50635094610965)",2,7,43,12,,,0.608967199921608,z,1,0.05,240,sjh,
60,"['e', 'num_9', '9']",0.15,"(125.00000000000003, 216.50635094610965)",2,8,44,5,,,0.6027613999322057,e,1,0.15,60,sjh,
0,"['d', 'num_6', '6']",0.05,"(250, 0)",2,9,45,0,,,4.206735000014305,a,0,0.05,0,sjh,
180,"['a', 'num_4', '4']",0.15,"(-250, 0)",2,10,46,11,,,0.6092278999276459,a,1,0.15,180,sjh,
300,"['x', 'c', 'num_3', '3']",0.15,"(125.00000000000003, -216.50635094610965)",2,11,47,17,,,1.2329434000421315,c,1,0.15,300,sjh,
120,"['q', 'w', 'num_7', '7']",0.05,"(-125.00000000000003, 216.50635094610965)",2,12,48,6,,,2.2383474002126604,e,0,0.05,120,sjh,
120,"['q', 'w', 'num_7', '7']",0.1,"(-125.00000000000003, 216.50635094610965)",2,13,49,7,,,2.101273900130764,q,1,0.1,120,sjh,
300,"['x', 'c', 'num_3', '3']",0.1,"(125.00000000000003, -216.50635094610965)",2,14,50,16,,,3.511545999906957,z,0,0.1,300,sjh,
300,"['x', 'c', 'num_3', '3']",0.05,"(125.00000000000003, -216.50635094610965)",2,15,51,15,,,1.1725486998911947,c,1,0.05,300,sjh,
240,"['z', 'num_1', '1']",0.1,"(-125.00000000000003, -216.50635094610965)",2,16,52,13,,,1.5726143999490887,a,0,0.1,240,sjh,
60,"['e', 'num_9', '9']",0.05,"(125.00000000000003, 216.50635094610965)",2,17,53,3,,,1.92958729993552,a,0,0.05,60,sjh,
