target_angle,correct_keys,coherence,target_pos,.thisRepN,.thisTrialN,.thisN,.thisIndex,thisRow.t,notes,RT,Response,Correct,Coherence,TargetAngle,Participant,Unnamed: 16
120,"['q', 'w', 'num_7', '7']",0.15,"(-125.00000000000003, 216.50635094610965)",2,8,44,8,,,1.516694099875167,q,1,0.15,120,sjh,
120,"['q', 'w', 'num_7', '7']",0.05,"(-125.00000000000003, 216.50635094610965)",2,9,45,6,,,2.2456294000148773,c,0,0.05,120,sjh,
120,"['q', 'w', 'num_7', '7']",0.1,"(-125.00000000000003, 216.50635094610965)",2,10,46,7,,,1.869181300047785,a,0,0.1,120,sjh,
180,"['a', 'num_4', '4']",0.15,"(-250, 0)",2,11,47,11,,,2.335217900108546,a,1,0.15,180,sjh,
300,"['x', 'c', 'num_3', '3']",0.05,"(125.00000000000003, -216.50635094610965)",2,12,48,15,,,3.193819100037217,z,0,0.05,300,sjh,
180,"['a', 'num_4', '4']",0.1,"(-250, 0)",2,13,49,10,,,1.9112809000071136,a,1,0.1,180,sjh,
0,"['d', 'num_6', '6']",0.1,"(250, 0)",2,14,50,1,,,1.7599740999285132,d,1,0.1,0,sjh,
240,"['z', 'num_1', '1']",0.05,"(-125.00000000000003, -216.50635094610965)",2,15,51,12,,,5.063323799986392,c,0,0.05,240,sjh,
60,"['e', 'num_9', '9']",0.1,"(125.00000000000003, 216.50635094610965)",2,16,52,4,,,1.6637504999525845,e,1,0.1,60,sjh,
180,"['a', 'num_4', '4']",0.05,"(-250, 0)",2,17,53,9,,,1.5291353000793606,a,1,0.05,180,sjh,
